timestamp,true_irradiance,true_ambient_temp,true_panel_temp,true_voltage,true_current,true_power,true_efficiency,true_energy,measured_irradiance,measured_temperature,measured_voltage,measured_current,measured_power,measured_energy,ghi,cloud_factor,dust_factor,shading_factor,solar_zenith
2024-06-15 00:00:00+00:00,0.0,21.49395200205738,21.402817814171843,28.302163303609564,0.0,0.0,0.0,0.0,21.689440993414195,21.173885211006063,28.351009204943917,0.023138753846085477,0.0,0.0,0.0,0.5798510305324025,1.0,0.0,149.04236477353575
2024-06-15 00:05:00+00:00,0.0,21.21272666378243,20.65348951089594,28.36510688108474,0.0,0.0,0.0,0.0,1.5345770946042265,20.3420601698199,28.50074254510051,0.021556630882477563,0.3122704480312759,0.026022537335939656,0.0,0.5816418027931992,1.0,0.0,149.1768685846622
2024-06-15 00:10:00+00:00,0.0,20.293689088050098,19.814551283856744,28.435577692156034,0.0,0.0,0.0,0.0,4.901291666461313,19.882196297071516,28.31847181588562,0.041980451137931446,0.0,0.026022537335939656,0.0,0.5618022709133623,1.0,0.0,149.26335596057493
2024-06-15 00:15:00+00:00,0.0,21.637807244045632,21.24780417017806,28.315184449705047,0.0,0.0,0.0,0.0,17.046935919636958,21.66975546708141,28.13344982507998,0.006037907505324002,0.0,0.026022537335939656,0.0,0.5172807110565474,1.0,0.0,149.30142008853844
2024-06-15 00:20:00+00:00,0.0,21.59234868093283,21.59234868093283,28.28624271080164,0.0,0.0,0.0,0.0,12.363659036519534,21.51809933685582,27.88787506857737,0.05725192189535741,0.0,0.026022537335939656,0.0,0.5161070592045416,1.0,0.0,149.29088054528165
2024-06-15 00:25:00+00:00,0.0,20.692188956554883,20.504018323978425,28.377662460785807,0.0,0.0,0.0,0.0,8.684347656672573,20.635260214906555,28.571987057183048,0.0,0.0,0.026022537335939656,0.0,0.5591000026757625,1.0,0.0,149.2317874943386
2024-06-15 00:30:00+00:00,0.0,21.41938037741912,20.639170214568328,28.36630970197626,0.0,0.0,0.0,0.0,0.0,20.905004233593665,28.36964116209147,0.0,0.0,0.026022537335939656,0.0,0.5480582289584504,1.0,0.0,149.1244204939769
2024-06-15 00:35:00+00:00,0.0,20.680598047735337,20.34675454775112,28.390872617988908,0.0,0.0,0.0,0.0,0.0,20.691658197685996,28.432018886978273,0.030975776279011283,0.0,0.026022537335939656,0.0,0.5286309541960674,1.0,0.0,148.96928202538382
2024-06-15 00:40:00+00:00,0.0,19.800361248501666,19.210213329087455,28.48634208035665,0.0,0.0,0.0,0.0,5.642533442899021,18.764263995571916,28.32962310505553,0.0,0.0,0.026022537335939656,0.0,0.5851907248831636,1.0,0.0,148.76708584087248
2024-06-15 00:45:00+00:00,0.0,21.01623606202937,20.863907419523184,28.34743177676005,0.0,0.0,0.0,0.0,0.0,21.098317631685205,28.59273138261724,0.002169944183548256,2.071069088726796,0.19861162806317265,0.0,0.5825568688747667,1.0,0.0,148.51874119806683
2024-06-15 00:50:00+00:00,0.0,20.388311418089316,19.52863504749951,28.45959465601004,0.0,0.0,0.0,0.0,12.40852298248612,19.519741233274438,28.648234771545642,0.07674962585112367,0.0,0.19861162806317265,0.0,0.5182084629369748,1.0,0.0,148.22533316426106
2024-06-15 00:55:00+00:00,0.0,20.241040720438914,19.777047635452583,28.43872799862198,0.0,0.0,0.0,0.0,3.1688167207616287,19.476332786309243,28.414363222324443,0.005285219580127506,3.549542890048094,0.4944068689005138,0.0,0.5397723593530052,1.0,0.0,147.88810049185767
2024-06-15 01:00:00+00:00,0.0,21.677398614455164,21.10488851533428,28.327189364711916,0.0,0.0,0.0,0.0,0.0,20.766071003146287,28.21601667313146,0.0,0.0,0.4944068689005138,0.0,0.568665727522931,1.0,0.0,147.50841192943997
2024-06-15 01:05:00+00:00,0.0,17.721075452580344,16.639630504609922,28.702271037612764,0.0,0.0,0.0,0.0,4.015878942617402,16.526022838351828,28.63093276080105,0.05646883489218986,0.0,0.4944068689005138,0.0,0.559197112313349,1.0,0.0,147.08774133010277
2024-06-15 01:10:00+00:00,0.0,18.72453978712083,17.845429761973477,28.600983899994226,0.0,0.0,0.0,0.0,10.637707122066935,17.348652059805833,28.441258791509295,0.0,0.0,0.4944068689005138,0.0,0.5898557557601352,1.0,0.0,146.62764367065682
2024-06-15 01:15:00+00:00,0.0,18.92821789120625,18.504859296528014,28.54559181909164,0.0,0.0,0.0,0.0,2.6628017442204737,17.7754078530888,28.55090464893975,0.0,0.0,0.4944068689005138,0.0,0.6463595272101109,1.0,0.0,146.1297311449133
2024-06-15 01:20:00+00:00,0.0,19.72789283435795,19.37619788057554,28.47239937803165,0.0,0.0,0.0,0.0,0.0,19.408076572284205,28.34916583409154,0.053292675646530466,0.7284498541160793,0.555111023410187,0.0,0.6272501635659467,1.0,0.0,145.59565173557064
2024-06-15 01:25:00+00:00,0.0,19.815222767427407,19.39660902030729,28.470684842294183,0.0,0.0,0.0,0.0,3.934934995096549,19.783867932513076,28.58779334640259,0.0,3.718387614826005,0.8649766579790208,0.0,0.6367311653424671,1.0,0.0,145.02706873797908
2024-06-15 01:30:00+00:00,0.0,18.54400518398409,17.916530621864958,28.59501142776334,0.0,0.0,0.0,0.0,5.355025570819635,17.795964767625208,28.52311771283159,0.012889254621555275,0.24393656932998967,0.8853047054231866,0.0,0.6100137976751043,1.0,0.0,144.42564365085008
2024-06-15 01:35:00+00:00,0.0,19.050503938355256,18.576809971917974,28.539547962358885,0.0,0.0,0.0,0.0,12.364310639646638,18.94683342031958,28.46875654957101,0.0,1.3915464752751947,1.0012669116961195,0.0,0.6068804836392225,1.0,0.0,143.79302037568164
2024-06-15 01:40:00+00:00,0.0,19.161990132925958,18.760801169176826,28.524092701789144,0.0,0.0,0.0,0.0,10.83051633988806,18.56081836747883,28.83154330262954,0.07836809287090385,1.804460549981438,1.1516386241945726,0.0,0.5661146075876831,1.0,0.0,143.13081257096843
2024-06-15 01:45:00+00:00,0.0,22.470270552644273,21.60347523996701,28.285308079842775,0.0,0.0,0.0,0.0,0.0,21.10579537491456,28.140164175332362,0.0,0.8448000614566322,1.2220386293159586,0.0,0.5980017640861568,1.0,0.0,142.4405934284257
2024-06-15 01:50:00+00:00,0.0,21.807452618256,21.33600509120046,28.30777557233916,0.0,0.0,0.0,0.0,0.0,20.57488976371944,27.99419239475007,0.0,3.805359361169212,1.539151909413393,0.0,0.5860777036658303,1.0,0.0,141.72388673259113
2024-06-15 01:55:00+00:00,0.0,19.589678419835895,18.514781146576567,28.544758383687565,0.0,0.0,0.0,0.0,9.085696919299993,18.104655416096136,28.618001422169055,0.0,0.0,1.539151909413393,0.0,0.5923277812965586,1.0,0.0,140.98216129633545
2024-06-15 02:00:00+00:00,0.0,19.6364167096932,19.113731068755158,28.494446590224566,0.0,0.0,0.0,0.0,0.0,19.840372262609918,28.07887288794269,0.018688595740336537,0.0,1.539151909413393,0.0,0.6082429859812822,1.0,0.0,140.21682567261252
2024-06-15 02:05:00+00:00,0.0,18.85222384033225,17.905894241776068,28.59590488369081,0.0,0.0,0.0,0.0,11.658432164735501,17.791698880091893,28.648780610855955,0.027597041277654256,0.0,1.539151909413393,0.0,0.6098819296593125,1.0,0.0,139.42922598073622
2024-06-15 02:10:00+00:00,0.0,18.09758025728359,17.50825040160593,28.629306966265098,0.0,0.0,0.0,0.0,0.0,16.600057584748782,28.825650994643627,0.02117165532166536,0.0,1.539151909413393,0.0,0.5933921030840438,1.0,0.0,138.62064343883748
2024-06-15 02:15:00+00:00,0.0,19.895966274159857,19.155226130847495,28.490961005008806,0.0,0.0,0.0,0.0,0.0,19.154589731100497,28.504984011159628,0.07095692570251326,0.0,1.539151909413393,0.0,0.5533234892477813,1.0,0.0,137.7922946628496
