timestamp,true_irradiance,true_ambient_temp,true_panel_temp,true_voltage,true_current,true_power,true_efficiency,true_energy,measured_irradiance,measured_temperature,measured_voltage,measured_current,measured_power,measured_energy,ghi,cloud_factor,dust_factor,shading_factor,solar_zenith,hour,day,day_of_year,month,is_daytime,rolling_power,rolling_temperature,rolling_irradiance
2024-06-15 00:00:00+00:00,0.0,31.644463041910043,31.217505838360932,27.477729509577678,0.0,0.0,0.0,0.0,21.689440993414195,30.98857323519515,27.52657541091203,0.023138753846085477,0.0,0.0,0.0,1.0,1.0,0.0,149.04236477353575,0.0,15.0,167.0,6.0,0,0.0,30.98857323519515,21.689440993414195
2024-06-15 00:05:00+00:00,0.0,30.192748336684428,29.718620403700918,27.60363588608912,0.0,0.0,0.0,0.0,1.5345770946042265,29.407191062624875,27.739271550104892,0.021556630882477563,0.3122704480312759,0.026022537335939656,0.0,1.0,1.0,0.0,149.1768685846622,0.0,15.0,167.0,6.0,0,0.15613522401563795,30.19788214891001,11.612009044009211
2024-06-15 00:10:00+00:00,0.0,31.880342864024236,31.443337208575958,27.45875967447962,0.0,0.0,0.0,0.0,4.901291666461313,31.51098222179073,27.341653798209204,0.041980451137931446,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,149.26335596057493,0.0,15.0,167.0,6.0,0,0.10409014934375864,30.635582173203584,9.375103251493245
2024-06-15 00:15:00+00:00,0.0,31.971837301064333,31.433696673038718,27.459569479464747,0.0,0.0,0.0,0.0,17.046935919636958,31.855647969942066,27.27783485483968,0.006037907505324002,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,149.30142008853844,0.0,15.0,167.0,6.0,0,0.07806761200781898,30.940598622388205,11.293061418529174
2024-06-15 00:20:00+00:00,0.0,28.985886940979665,28.118013947731377,27.738086828390564,0.0,0.0,0.0,0.0,12.363659036519534,28.043764603654367,27.339719186166292,0.05725192189535741,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,149.29088054528165,0.0,15.0,167.0,6.0,0,0.06245408960625518,30.361231818641436,11.507180942127246
2024-06-15 00:25:00+00:00,0.0,29.544705701943208,29.544705701943208,27.61824472103677,0.0,0.0,0.0,0.0,8.684347656672573,29.67594759287134,27.81256931743401,0.0,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,149.2317874943386,0.0,15.0,167.0,6.0,0,0.06245408960625518,30.098706690176677,8.906162274778922
2024-06-15 00:30:00+00:00,0.0,30.88904507805442,30.44825764418184,27.542346357888725,0.0,0.0,0.0,0.0,0.0,30.714091663207178,27.545677818003934,0.0,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,149.1244204939769,0.0,15.0,167.0,6.0,0,0.0,30.360086810293136,8.599246855858075
2024-06-15 00:35:00+00:00,0.0,30.363678714828435,29.819550609485322,27.595157748803235,0.0,0.0,0.0,0.0,0.0,30.164454259420197,27.6363040177926,0.030975776279011283,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,148.96928202538382,0.0,15.0,167.0,6.0,0,0.0,30.09078121781903,7.618988522565812
2024-06-15 00:40:00+00:00,0.0,30.586272634636625,30.01227413721485,27.57896897247395,0.0,0.0,0.0,0.0,5.642533442899021,29.56632480369931,27.42224999717283,0.0,0.0,0.026022537335939656,0.0,1.0,1.0,0.0,148.76708584087248,0.0,15.0,167.0,6.0,0,0.0,29.632916584570477,5.338108027218226
2024-06-15 00:45:00+00:00,0.0,29.67765477747536,29.270633422805684,27.64126679248432,0.0,0.0,0.0,0.0,0.0,29.505043634967706,27.88656639834151,0.002169944183548256,2.071069088726796,0.19861162806317265,0.0,1.0,1.0,0.0,148.51874119806683,0.0,15.0,167.0,6.0,0,0.41421381774535926,29.925172390833147,2.8653762199143187
2024-06-15 00:50:00+00:00,0.0,31.34222846738056,31.281408913000206,27.472361651307978,0.0,0.0,0.0,0.0,12.40852298248612,31.272515098775134,27.66100176684358,0.07674962585112367,0.0,0.19861162806317265,0.0,1.0,1.0,0.0,148.22533316426106,0.0,15.0,167.0,6.0,0,0.41421381774535926,30.244485892013905,3.6102112850770283
2024-06-15 00:55:00+00:00,0.0,31.17729339156966,30.595294520641133,27.52999526026614,0.0,0.0,0.0,0.0,3.1688167207616287,30.294579671497793,27.505630483968602,0.005285219580127506,3.549542890048094,0.4944068689005138,0.0,1.0,1.0,0.0,147.88810049185767,0.0,15.0,167.0,6.0,0,1.1241223957549782,30.16058349367203,4.2439746292293545
2024-06-15 01:00:00+00:00,0.0,30.406772434670536,29.47493488112949,27.624105469985118,0.0,0.0,0.0,0.0,0.0,29.136117368941495,27.51293277840466,0.0,0.0,0.4944068689005138,0.0,1.0,1.0,0.0,147.50841192943997,1.0,15.0,167.0,6.0,0,1.1241223957549782,29.95491611557629,4.2439746292293545
2024-06-15 01:05:00+00:00,0.0,31.413820508835418,31.297285860064452,27.471027987754585,0.0,0.0,0.0,0.0,4.015878942617402,31.183678193806358,27.39968971094287,0.05646883489218986,0.0,0.4944068689005138,0.0,1.0,1.0,0.0,147.08774133010277,1.0,15.0,167.0,6.0,0,1.1241223957549782,30.278386793597697,3.91864372917303
2024-06-15 01:10:00+00:00,0.0,30.704549271052713,29.988592267628167,27.58095824951923,0.0,0.0,0.0,0.0,10.637707122066935,29.491814565460523,27.4212331410343,0.0,0.0,0.4944068689005138,0.0,1.0,1.0,0.0,146.62764367065682,1.0,15.0,167.0,6.0,0,0.7099085780096188,30.275740979696263,6.046185153586417
2024-06-15 01:15:00+00:00,0.0,29.332854733084456,28.91498603886518,27.671141172735318,0.0,0.0,0.0,0.0,2.6628017442204737,28.185534595425967,27.676454002583426,0.0,0.0,0.4944068689005138,0.0,1.0,1.0,0.0,146.1297311449133,1.0,15.0,167.0,6.0,0,0.7099085780096188,29.65834487902643,4.097040905933288
2024-06-15 01:20:00+00:00,0.0,30.520673253960418,30.03600434041763,27.576975635404917,0.0,0.0,0.0,0.0,0.0,30.067883032126296,27.453742091464807,0.053292675646530466,0.7284498541160793,0.555111023410187,0.0,1.0,1.0,0.0,145.59565173557064,1.0,15.0,167.0,6.0,0,0.14568997082321586,29.613005551152128,3.463277561780962
2024-06-15 01:25:00+00:00,0.0,29.157502294493394,28.920726922169383,27.67065893853777,0.0,0.0,0.0,0.0,3.934934995096549,29.307985834375167,27.787767442646178,0.0,3.718387614826005,0.8649766579790208,0.0,1.0,1.0,0.0,145.02706873797908,1.0,15.0,167.0,6.0,0,0.889367493788417,29.647379244238863,4.250264560800272
2024-06-15 01:30:00+00:00,0.0,30.96400168756917,30.547615730658137,27.534000278624717,0.0,0.0,0.0,0.0,5.355025570819635,30.427049876418387,27.462106563692966,0.012889254621555275,0.24393656932998967,0.8853047054231866,0.0,1.0,1.0,0.0,144.42564365085008,1.0,15.0,167.0,6.0,0,0.938154807654415,29.49605358076127,4.5180938864407185
2024-06-15 01:35:00+00:00,0.0,30.00951070679055,29.18449955811581,27.64850203711827,0.0,0.0,0.0,0.0,12.364310639646638,29.554523006517417,27.577710624330397,0.0,1.3915464752751947,1.0012669116961195,0.0,1.0,1.0,0.0,143.79302037568164,1.0,15.0,167.0,6.0,0,1.2164641027094538,29.50859526897265,4.863414589956659
2024-06-15 01:40:00+00:00,0.0,29.853190655537286,29.20752684504036,27.646567745016608,0.0,0.0,0.0,0.0,10.83051633988806,29.007544043342364,27.954018345857005,0.07836809287090385,1.804460549981438,1.1516386241945726,0.0,1.0,1.0,0.0,143.13081257096843,1.0,15.0,167.0,6.0,0,1.5773562127057414,29.672997158555926,6.496957509090177
2024-06-15 01:45:00+00:00,0.0,29.340481223210023,28.407403321857537,27.713778120963966,0.0,0.0,0.0,0.0,0.0,27.909723456805086,27.568634216453553,0.0,0.8448000614566322,1.2220386293159586,0.0,1.0,1.0,0.0,142.4405934284257,1.0,15.0,167.0,6.0,0,1.6006262541738518,29.241365243491686,6.496957509090177
2024-06-15 01:50:00+00:00,0.0,31.232059122855453,30.43770615061103,27.54323268334867,0.0,0.0,0.0,0.0,0.0,29.676590823130013,27.22964950575958,0.0,3.805359361169212,1.539151909413393,0.0,1.0,1.0,0.0,141.72388673259113,1.0,15.0,167.0,6.0,0,1.6180206034424933,29.315086241242653,5.709970510070867
2024-06-15 01:55:00+00:00,0.0,29.847850247132108,29.238078577399715,27.64400139949842,0.0,0.0,0.0,0.0,9.085696919299993,28.827952846919285,27.71724443797991,0.0,0.0,1.539151909413393,0.0,1.0,1.0,0.0,140.98216129633545,1.0,15.0,167.0,6.0,0,1.5692332895764953,28.995266835342836,6.456104779766937
2024-06-15 02:00:00+00:00,0.0,29.57167217783689,28.635688546294944,27.694602162111224,0.0,0.0,0.0,0.0,0.0,29.362329740149704,27.279028459829348,0.018688595740336537,0.0,1.539151909413393,0.0,1.0,1.0,0.0,140.21682567261252,2.0,15.0,167.0,6.0,0,1.2909239945214566,28.95682818206929,3.983242651837611
2024-06-15 02:05:00+00:00,0.0,29.65024617871268,29.040497889028106,27.660598177321635,0.0,0.0,0.0,0.0,11.658432164735501,28.926302527343932,27.71347390448678,0.027597041277654256,0.0,1.539151909413393,0.0,1.0,1.0,0.0,139.42922598073622,2.0,15.0,167.0,6.0,0,0.9300318845251688,28.940579878869606,4.148825816807099
2024-06-15 02:10:00+00:00,0.0,30.54182696973477,29.834829925535505,27.593874286255012,0.0,0.0,0.0,0.0,0.0,28.926637108678356,27.79021831463354,0.02117165532166536,0.0,1.539151909413393,0.0,1.0,1.0,0.0,138.62064343883748,2.0,15.0,167.0,6.0,0,0.7610718722338424,29.143962609244255,4.148825816807099
2024-06-15 02:15:00+00:00,0.0,30.38685483197804,29.96099757036172,27.583276204089614,0.0,0.0,0.0,0.0,0.0,29.96036117061472,27.597299210240436,0.07095692570251326,0.0,1.539151909413393,0.0,1.0,1.0,0.0,137.7922946628496,2.0,15.0,167.0,6.0,0,0.0,29.200716678741202,4.148825816807099
2024-06-15 02:20:00+00:00,0.0,30.450785630678535,29.934149176713735,27.585531469156045,0.0,0.0,0.0,0.0,21.65009901373735,29.74068361777942,27.587386484015287,0.03359870121511228,1.2105016562286932,1.6400270474324508,0.0,1.0,1.0,0.0,136.94533126909653,2.0,15.0,167.0,6.0,0,0.24210033124573865,29.383262832913225,6.661706235694571
2024-06-15 02:25:00+00:00,0.0,30.490257620784686,30.164613576609757,27.56617245956478,0.0,0.0,0.0,0.0,0.0,29.927212505601716,27.15605058911487,0.0,0.0,1.6400270474324508,0.0,1.0,1.0,0.0,136.08084126043667,2.0,15.0,167.0,6.0,0,0.24210033124573865,29.49623938600363,6.661706235694571
